ns01;ns02;ns03;ns04;ns05
5.327479859609;6.60984265527638;7.45999577986699;8.23553284642799;8.46749747138566
5.06870525146252;6.69847859868367;7.62054081203262;8.04006985741684;8.42109205308019
5.03380564486602;6.69849980803633;7.54679902901397;8.08277021719472;8.65394711038973
5.392633703226;6.68767502008949;7.42821755774521;8.27571372175829;8.68515870170638
5.29817443628045;6.38450006409032;7.48351930950006;8.32046359419836;8.70650188853568
